event_id,ticker,company,event_date,market_cap_group,sector,event_metadata_joined,treatment,treatment_family,upstream_model_family,model_family,investor_group,representation_seed,decision_seed,profile_count,expected_profile_count,is_complete_group,profiles_json,missing_profiles_json,pair_count,rationale_distance_method,evidence_category_source,mean_evidence_category_coverage,hidden_outcomes_available,CAR_1_5,hidden_valence,std_expected_return_5d,mean_pairwise_abs_diff_expected_return_5d,iqr_expected_return_5d,confidence_dispersion,entropy_buy_hold_sell,hhi_buy_hold_sell,action_diversity_one_minus_hhi,absolute_net_direction,action_direction_diversity_one_minus_abs_net_direction,mean_pairwise_sentence_embedding_distance,source_id_overlap,source_id_diversity_one_minus_overlap,evidence_category_overlap,evidence_category_diversity_one_minus_overlap,quality_directional_accuracy,quality_action_accuracy,quality_mean_absolute_return_error,quality_mean_signed_return_error
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,claude-sonnet-4.5,all_profiles,0,1,6,6,true,"[""day_trader"",""event_driven_hedge_fund"",""investment_advisor"",""long_term_retail"",""prop_trading"",""swing_trader""]",[],15,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.0055901699437494725,0.0069999999999999975,0.009999999999999995,0.018856180831641232,0.6500224216483541,0.7222222222222223,0.2777777777777777,0.8333333333333334,0.16666666666666663,0.2566452384404537,0.02222222222222222,0.9777777777777777,0.38888888888888895,0.611111111111111,0.0,0.0,0.04652400000000001,0.04652400000000001
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,claude-sonnet-4.5,retail,0,1,3,3,true,"[""day_trader"",""long_term_retail"",""swing_trader""]",[],3,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.004714045207910314,0.006666666666666664,0.0049999999999999975,0.018856180831641232,0.9182958340544896,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.33333333333333337,0.2780242626725255,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.04869066666666667,0.04869066666666667
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,claude-sonnet-4.5,institutional,0,1,3,3,true,"[""event_driven_hedge_fund"",""investment_advisor"",""prop_trading""]",[],3,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.005557777333511021,0.008666666666666665,0.006499999999999999,0.018856180831641232,0.0,1.0,0.0,1.0,0.0,0.22276681645927845,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.33333333333333337,0.0,0.0,0.04435733333333334,0.04435733333333334
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,deepseek-v3.1,all_profiles,0,1,6,6,true,"[""day_trader"",""event_driven_hedge_fund"",""investment_advisor"",""long_term_retail"",""prop_trading"",""swing_trader""]",[],15,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.0020615528128088297,0.002599999999999999,0.0022499999999999985,0.01863389981249822,0.6500224216483541,0.7222222222222223,0.2777777777777777,0.8333333333333334,0.16666666666666663,0.39062477105739984,0.030000000000000002,0.97,0.3777777777777778,0.6222222222222222,0.0,0.0,0.021523999999999998,0.021523999999999998
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,deepseek-v3.1,retail,0,1,3,3,true,"[""day_trader"",""long_term_retail"",""swing_trader""]",[],3,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.0024494897427831774,0.003999999999999999,0.003000000000000001,0.023570226039551553,0.0,1.0,0.0,1.0,0.0,0.17687435697963427,0.0,1.0,0.27777777777777773,0.7222222222222223,0.0,0.0,0.022024,0.022024
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,deepseek-v3.1,institutional,0,1,3,3,true,"[""event_driven_hedge_fund"",""investment_advisor"",""prop_trading""]",[],3,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.0014142135623730948,0.0019999999999999996,0.0014999999999999996,0.0,0.9182958340544896,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.33333333333333337,0.5428516756349556,0.0,1.0,0.27777777777777773,0.7222222222222223,0.0,0.0,0.021023999999999998,0.021023999999999998
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,gpt-5.2,all_profiles,0,1,6,6,true,"[""day_trader"",""event_driven_hedge_fund"",""investment_advisor"",""long_term_retail"",""prop_trading"",""swing_trader""]",[],15,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.0037267799624996502,0.003333333333333334,0.0,0.022360679774997876,0.9182958340544896,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.33333333333333337,0.24772350273035088,0.04444444444444444,0.9555555555555556,0.37777777777777766,0.6222222222222223,0.0,0.0,0.026690666666666665,0.026690666666666665
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,gpt-5.2,retail,0,1,3,3,true,"[""day_trader"",""long_term_retail"",""swing_trader""]",[],3,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.004714045207910318,0.006666666666666668,0.005000000000000001,0.028284271247461874,0.9182958340544896,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.33333333333333337,0.2756764087509293,0.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.02835733333333333,0.02835733333333333
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,gpt-5.2,institutional,0,1,3,3,true,"[""event_driven_hedge_fund"",""investment_advisor"",""prop_trading""]",[],3,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.0,0.0,0.0,0.0,0.9182958340544896,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.33333333333333337,0.22644574882812255,0.0,1.0,0.27777777777777773,0.7222222222222223,0.0,0.0,0.025024,0.025024
evt_0001,DRI,DARDEN RESTAURANTS INC,2026-03-19,large_cap,Consumer Discretionary,true,B0_canonical_evidence_only,B0,deterministic_canonical_evidence,qwen3-235b-a22b,all_profiles,0,1,6,6,true,"[""day_trader"",""event_driven_hedge_fund"",""investment_advisor"",""long_term_retail"",""prop_trading"",""swing_trader""]",[],15,token_char_ngram_cosine_distance_proxy,evidence_banks,1.0,true,-0.007024,mixed,0.006871842709362767,0.008666666666666666,0.007499999999999993,0.022360679774997918,0.0,1.0,0.0,1.0,0.0,0.3362821728095617,0.0,1.0,0.3111111111111111,0.6888888888888889,0.0,0.0,0.043690666666666676,0.043690666666666676
